,CountyId,State,County,TotalPop
730,18067,Indiana,Howard County,82457
731,18069,Indiana,Huntington County,36520
732,18071,Indiana,Jackson County,43779
733,18073,Indiana,Jasper County,33448
734,18075,Indiana,Jay County,21107
735,18077,Indiana,Jefferson County,32293
736,18079,Indiana,Jennings County,27840
737,18081,Indiana,Johnson County,149359
738,18083,Indiana,Knox County,37763
739,18085,Indiana,Kosciusko County,78720
740,18087,Indiana,LaGrange County,38720
741,18089,Indiana,Lake County,488694
742,18091,Indiana,LaPorte County,110839
743,18093,Indiana,Lawrence County,45669
744,18095,Indiana,Madison County,129641
745,18097,Indiana,Marion County,939964
746,18099,Indiana,Marshall County,46752
747,18101,Indiana,Martin County,10219
748,18103,Indiana,Miami County,36035
749,18105,Indiana,Monroe County,144436
750,18107,Indiana,Montgomery County,38288
751,18109,Indiana,Morgan County,69533
752,18111,Indiana,Newton County,14056
753,18113,Indiana,Noble County,47421
754,18115,Indiana,Ohio County,5911
755,18117,Indiana,Orange County,19623
756,18119,Indiana,Owen County,20957
757,18121,Indiana,Parke County,17062
758,18123,Indiana,Perry County,19229
759,18125,Indiana,Pike County,12471
760,18127,Indiana,Porter County,167391
761,18129,Indiana,Posey County,25599
762,18131,Indiana,Pulaski County,12761
763,18133,Indiana,Putnam County,37543
764,18135,Indiana,Randolph County,25203
765,18137,Indiana,Ripley County,28372
766,18139,Indiana,Rush County,16765
767,18141,Indiana,St. Joseph County,268613
768,18143,Indiana,Scott County,23722
769,18145,Indiana,Shelby County,44339
770,18147,Indiana,Spencer County,20610
771,18149,Indiana,Starke County,22966
772,18151,Indiana,Steuben County,34459
773,18153,Indiana,Sullivan County,20900
774,18155,Indiana,Switzerland County,10617
775,18157,Indiana,Tippecanoe County,186081
776,18159,Indiana,Tipton County,15290
777,18161,Indiana,Union County,7225
778,18163,Indiana,Vanderburgh County,181831
779,18165,Indiana,Vermillion County,15644
780,18167,Indiana,Vigo County,107723
781,18169,Indiana,Wabash County,31848
782,18171,Indiana,Warren County,8269
783,18173,Indiana,Warrick County,61581
784,18175,Indiana,Washington County,27807
785,18177,Indiana,Wayne County,66972
786,18179,Indiana,Wells County,27832
787,18181,Indiana,White County,24279
788,18183,Indiana,Whitley County,33481
789,19001,Iowa,Adair County,7192
790,19003,Iowa,Adams County,3785
791,19005,Iowa,Allamakee County,13940
792,19007,Iowa,Appanoose County,12547
793,19009,Iowa,Audubon County,5711
794,19011,Iowa,Benton County,25646
795,19013,Iowa,Black Hawk County,132960
796,19015,Iowa,Boone County,26381
797,19017,Iowa,Bremer County,24741
798,19019,Iowa,Buchanan County,21101
799,19021,Iowa,Buena Vista County,20369
800,19023,Iowa,Butler County,14822
801,19025,Iowa,Calhoun County,9814
802,19027,Iowa,Carroll County,20428
803,19029,Iowa,Cass County,13327
804,19031,Iowa,Cedar County,18368
805,19033,Iowa,Cerro Gordo County,43134
806,19035,Iowa,Cherokee County,11577
807,19037,Iowa,Chickasaw County,12140
808,19039,Iowa,Clarke County,9267
809,19041,Iowa,Clay County,16387
810,19043,Iowa,Clayton County,17711
811,19045,Iowa,Clinton County,47587
812,19047,Iowa,Crawford County,17131
813,19049,Iowa,Dallas County,80864
814,19051,Iowa,Davis County,8834
815,19053,Iowa,Decatur County,8105
816,19055,Iowa,Delaware County,17326
817,19057,Iowa,Des Moines County,39876
818,19059,Iowa,Dickinson County,17000
819,19061,Iowa,Dubuque County,96571
820,19063,Iowa,Emmet County,9661
821,19065,Iowa,Fayette County,20139
822,19067,Iowa,Floyd County,15904
823,19069,Iowa,Franklin County,10326
824,19071,Iowa,Fremont County,6985
825,19073,Iowa,Greene County,9046
826,19075,Iowa,Grundy County,12354
827,19077,Iowa,Guthrie County,10664
828,19079,Iowa,Hamilton County,15201
829,19081,Iowa,Hancock County,10971
830,19083,Iowa,Hardin County,17239
831,19085,Iowa,Harrison County,14196
832,19087,Iowa,Henry County,19865
833,19089,Iowa,Howard County,9321
834,19091,Iowa,Humboldt County,9586
835,19093,Iowa,Ida County,6965
836,19095,Iowa,Iowa County,16231
837,19097,Iowa,Jackson County,19409
838,19099,Iowa,Jasper County,36789
839,19101,Iowa,Jefferson County,17945
840,19103,Iowa,Johnson County,144425
841,19105,Iowa,Jones County,20468
842,19107,Iowa,Keokuk County,10223
843,19109,Iowa,Kossuth County,15166
844,19111,Iowa,Lee County,34785
845,19113,Iowa,Linn County,220008
846,19115,Iowa,Louisa County,11238
847,19117,Iowa,Lucas County,8600
848,19119,Iowa,Lyon County,11745
849,19121,Iowa,Madison County,15720
850,19123,Iowa,Mahaska County,22301
851,19125,Iowa,Marion County,33127
852,19127,Iowa,Marshall County,40476
853,19129,Iowa,Mills County,14933
854,19131,Iowa,Mitchell County,10663
855,19133,Iowa,Monona County,8865
856,19135,Iowa,Monroe County,7912
857,19137,Iowa,Montgomery County,10239
858,19139,Iowa,Muscatine County,42923
859,19141,Iowa,O'Brien County,13944
860,19143,Iowa,Osceola County,6149
861,19145,Iowa,Page County,15393
862,19147,Iowa,Palo Alto County,9110
863,19149,Iowa,Plymouth County,25027
864,19151,Iowa,Pocahontas County,6972
865,19153,Iowa,Polk County,467235
866,19155,Iowa,Pottawattamie County,93287
867,19157,Iowa,Poweshiek County,18428
868,19159,Iowa,Ringgold County,4986
869,19161,Iowa,Sac County,9936
870,19163,Iowa,Scott County,171493
871,19165,Iowa,Shelby County,11772
872,19167,Iowa,Sioux County,34692
873,19169,Iowa,Story County,95888
874,19171,Iowa,Tama County,17236
875,19173,Iowa,Taylor County,6214
876,19175,Iowa,Union County,12497
877,19177,Iowa,Van Buren County,7308
878,19179,Iowa,Wapello County,35321
879,19181,Iowa,Warren County,48630
880,19183,Iowa,Washington County,22095
881,19185,Iowa,Wayne County,6405
882,19187,Iowa,Webster County,36945
883,19189,Iowa,Winnebago County,10545
884,19191,Iowa,Winneshiek County,20575
885,19193,Iowa,Woodbury County,102397
886,19195,Iowa,Worth County,7502
887,19197,Iowa,Wright County,12864
888,20001,Kansas,Allen County,12752
889,20003,Kansas,Anderson County,7840
890,20005,Kansas,Atchison County,16466
891,20007,Kansas,Barber County,4905
892,20009,Kansas,Barton County,27067
893,20011,Kansas,Bourbon County,14757
894,20013,Kansas,Brown County,9736
895,20015,Kansas,Butler County,66260
896,20017,Kansas,Chase County,2665
897,20019,Kansas,Chautauqua County,3425
898,20021,Kansas,Cherokee County,20501
899,20023,Kansas,Cheyenne County,2677
900,20025,Kansas,Clark County,2089
901,20027,Kansas,Clay County,8203
902,20029,Kansas,Cloud County,9191
903,20031,Kansas,Coffey County,8328
904,20033,Kansas,Comanche County,1741
905,20035,Kansas,Cowley County,35732
906,20037,Kansas,Crawford County,39099
907,20039,Kansas,Decatur County,2891
908,20041,Kansas,Dickinson County,19162
909,20043,Kansas,Doniphan County,7790
910,20045,Kansas,Douglas County,117806
911,20047,Kansas,Edwards County,2946
912,20049,Kansas,Elk County,2581
913,20051,Kansas,Ellis County,28877
914,20053,Kansas,Ellsworth County,6331
915,20055,Kansas,Finney County,37097
916,20057,Kansas,Ford County,34658
917,20059,Kansas,Franklin County,25599
918,20061,Kansas,Geary County,35796
919,20063,Kansas,Gove County,2632
920,20065,Kansas,Graham County,2561
921,20067,Kansas,Grant County,7716
922,20069,Kansas,Gray County,6004
923,20071,Kansas,Greeley County,1210
924,20073,Kansas,Greenwood County,6227
925,20075,Kansas,Hamilton County,2621
926,20077,Kansas,Harper County,5746
927,20079,Kansas,Harvey County,34683
928,20081,Kansas,Haskell County,4081
929,20083,Kansas,Hodgeman County,1875
930,20085,Kansas,Jackson County,13322
931,20087,Kansas,Jefferson County,18856
932,20089,Kansas,Jewell County,2963
933,20091,Kansas,Johnson County,578797
934,20093,Kansas,Kearny County,3931
935,20095,Kansas,Kingman County,7576
936,20097,Kansas,Kiowa County,2524
937,20099,Kansas,Labette County,20553
938,20101,Kansas,Lane County,1702
939,20103,Kansas,Leavenworth County,79359
940,20105,Kansas,Lincoln County,3121
941,20107,Kansas,Linn County,9602
942,20109,Kansas,Logan County,2790
943,20111,Kansas,Lyon County,33302
944,20113,Kansas,McPherson County,28792
945,20115,Kansas,Marion County,12087
946,20117,Kansas,Marshall County,9859
947,20119,Kansas,Meade County,4295
948,20121,Kansas,Miami County,32976
949,20123,Kansas,Mitchell County,6230
950,20125,Kansas,Montgomery County,33463
951,20127,Kansas,Morris County,5605
952,20129,Kansas,Morton County,2931
953,20131,Kansas,Nemaha County,10095
954,20133,Kansas,Neosho County,16209
955,20135,Kansas,Ness County,3001
956,20137,Kansas,Norton County,5527
957,20139,Kansas,Osage County,15894
958,20141,Kansas,Osborne County,3684
959,20143,Kansas,Ottawa County,5957
960,20145,Kansas,Pawnee County,6776
961,20147,Kansas,Phillips County,5446
962,20149,Kansas,Pottawatomie County,23188
963,20151,Kansas,Pratt County,9670
964,20153,Kansas,Rawlins County,2520
965,20155,Kansas,Reno County,63360
966,20157,Kansas,Republic County,4705
967,20159,Kansas,Rice County,9868
968,20161,Kansas,Riley County,75696
969,20163,Kansas,Rooks County,5148
970,20165,Kansas,Rush County,3119
971,20167,Kansas,Russell County,6987
972,20169,Kansas,Saline County,55334
973,20171,Kansas,Scott County,4981
974,20173,Kansas,Sedgwick County,510484
975,20175,Kansas,Seward County,22948
976,20177,Kansas,Shawnee County,178392
977,20179,Kansas,Sheridan County,2497
978,20181,Kansas,Sherman County,5999
979,20183,Kansas,Smith County,3693
980,20185,Kansas,Stafford County,4251
981,20187,Kansas,Stanton County,2107
982,20189,Kansas,Stevens County,5741
983,20191,Kansas,Sumner County,23336
984,20193,Kansas,Thomas County,7847
985,20195,Kansas,Trego County,2899
986,20197,Kansas,Wabaunsee County,6918
987,20199,Kansas,Wallace County,1591
988,20201,Kansas,Washington County,5572
989,20203,Kansas,Wichita County,2157
990,20205,Kansas,Wilson County,8858
991,20207,Kansas,Woodson County,3178
992,20209,Kansas,Wyandotte County,163227
993,21001,Kentucky,Adair County,19304
994,21003,Kentucky,Allen County,20628
995,21005,Kentucky,Anderson County,22017
996,21007,Kentucky,Ballard County,8152
997,21009,Kentucky,Barren County,43418
998,21011,Kentucky,Bath County,12189
999,21013,Kentucky,Bell County,27469
1000,21015,Kentucky,Boone County,127682
1001,21017,Kentucky,Bourbon County,20017
1002,21019,Kentucky,Boyd County,48486
1003,21021,Kentucky,Boyle County,29773
1004,21023,Kentucky,Bracken County,8330
1005,21025,Kentucky,Breathitt County,13276
1006,21027,Kentucky,Breckinridge County,19991
1007,21029,Kentucky,Bullitt County,78622
1008,21031,Kentucky,Butler County,12735
1009,21033,Kentucky,Caldwell County,12747
1010,21035,Kentucky,Calloway County,38616
1011,21037,Kentucky,Campbell County,91804
1012,21039,Kentucky,Carlisle County,4890
1013,21041,Kentucky,Carroll County,10695
1014,21043,Kentucky,Carter County,27385
1015,21045,Kentucky,Casey County,15805
1016,21047,Kentucky,Christian County,72438
1017,21049,Kentucky,Clark County,35757
1018,21051,Kentucky,Clay County,20866
1019,21053,Kentucky,Clinton County,10208
1020,21055,Kentucky,Crittenden County,9154
1021,21057,Kentucky,Cumberland County,6744
1022,21059,Kentucky,Daviess County,99258
1023,21061,Kentucky,Edmonson County,12063
1024,21063,Kentucky,Elliott County,7533
1025,21065,Kentucky,Estill County,14382
1026,21067,Kentucky,Fayette County,315109
1027,21069,Kentucky,Fleming County,14515
1028,21071,Kentucky,Floyd County,37447
1029,21073,Kentucky,Franklin County,49969
1030,21075,Kentucky,Fulton County,6259
1031,21077,Kentucky,Gallatin County,8652
1032,21079,Kentucky,Garrard County,17226
1033,21081,Kentucky,Grant County,24800
1034,21083,Kentucky,Graves County,37259
1035,21085,Kentucky,Grayson County,26129
1036,21087,Kentucky,Green County,11044
1037,21089,Kentucky,Greenup County,36012
1038,21091,Kentucky,Hancock County,8700
1039,21093,Kentucky,Hardin County,107699
1040,21095,Kentucky,Harlan County,27548
1041,21097,Kentucky,Harrison County,18630
1042,21099,Kentucky,Hart County,18531
1043,21101,Kentucky,Henderson County,46252
1044,21103,Kentucky,Henry County,15677
1045,21105,Kentucky,Hickman County,4625
1046,21107,Kentucky,Hopkins County,45985
1047,21109,Kentucky,Jackson County,13369
1048,21111,Kentucky,Jefferson County,764378
1049,21113,Kentucky,Jessamine County,51667
1050,21115,Kentucky,Johnson County,23064
1051,21117,Kentucky,Kenton County,163987
1052,21119,Kentucky,Knott County,15690
1053,21121,Kentucky,Knox County,31424
1054,21123,Kentucky,Larue County,14102
1055,21125,Kentucky,Laurel County,59901
1056,21127,Kentucky,Lawrence County,15844
1057,21129,Kentucky,Lee County,6717
1058,21131,Kentucky,Leslie County,10648
1059,21133,Kentucky,Letcher County,23011
1060,21135,Kentucky,Lewis County,13565
1061,21137,Kentucky,Lincoln County,24413
1062,21139,Kentucky,Livingston County,9288
1063,21141,Kentucky,Logan County,26847
1064,21143,Kentucky,Lyon County,8268
1065,21145,Kentucky,McCracken County,65285
1066,21147,Kentucky,McCreary County,17748
1067,21149,Kentucky,McLean County,9361
1068,21151,Kentucky,Madison County,88376
1069,21153,Kentucky,Magoffin County,12783
1070,21155,Kentucky,Marion County,19335
1071,21157,Kentucky,Marshall County,31177
1072,21159,Kentucky,Martin County,12175
1073,21161,Kentucky,Mason County,17167
1074,21163,Kentucky,Meade County,28452
1075,21165,Kentucky,Menifee County,6381
1076,21167,Kentucky,Mercer County,21378
1077,21169,Kentucky,Metcalfe County,9990
1078,21171,Kentucky,Monroe County,10645
1079,21173,Kentucky,Montgomery County,27550
1080,21175,Kentucky,Morgan County,13281
1081,21177,Kentucky,Muhlenberg County,31153
1082,21179,Kentucky,Nelson County,45131
1083,21181,Kentucky,Nicholas County,7061
1084,21183,Kentucky,Ohio County,24062
1085,21185,Kentucky,Oldham County,64633
1086,21187,Kentucky,Owen County,10686
1087,21189,Kentucky,Owsley County,4497
1088,21191,Kentucky,Pendleton County,14530
1089,21193,Kentucky,Perry County,27329
1090,21195,Kentucky,Pike County,61586
1091,21197,Kentucky,Powell County,12349
1092,21199,Kentucky,Pulaski County,63974
1093,21201,Kentucky,Robertson County,2161
1094,21203,Kentucky,Rockcastle County,16815
1095,21205,Kentucky,Rowan County,24392
1096,21207,Kentucky,Russell County,17731
1097,21209,Kentucky,Scott County,52322
1098,21211,Kentucky,Shelby County,45831
1099,21213,Kentucky,Simpson County,17881
1100,21215,Kentucky,Spencer County,18012
1101,21217,Kentucky,Taylor County,25406
1102,21219,Kentucky,Todd County,12377
1103,21221,Kentucky,Trigg County,14286
1104,21223,Kentucky,Trimble County,8697
1105,21225,Kentucky,Union County,14915
1106,21227,Kentucky,Warren County,123824
1107,21229,Kentucky,Washington County,11999
1108,21231,Kentucky,Wayne County,20692
1109,21233,Kentucky,Webster County,13180
1110,21235,Kentucky,Whitley County,36027
1111,21237,Kentucky,Wolfe County,7251
1112,21239,Kentucky,Woodford County,25817
1113,22001,Louisiana,Acadia Parish,62607
1114,22003,Louisiana,Allen Parish,25667
1115,22005,Louisiana,Ascension Parish,119129
1116,22007,Louisiana,Assumption Parish,22881
1117,22009,Louisiana,Avoyelles Parish,41095
1118,22011,Louisiana,Beauregard Parish,36598
1119,22013,Louisiana,Bienville Parish,13806
1120,22015,Louisiana,Bossier Parish,125698
1121,22017,Louisiana,Caddo Parish,251069
1122,22019,Louisiana,Calcasieu Parish,198753
1123,22021,Louisiana,Caldwell Parish,10000
1124,22023,Louisiana,Cameron Parish,6806
1125,22025,Louisiana,Catahoula Parish,10044
1126,22027,Louisiana,Claiborne Parish,16296
1127,22029,Louisiana,Concordia Parish,20211
1128,22031,Louisiana,De Soto Parish,27164
1129,22033,Louisiana,East Baton Rouge Parish,446167
1130,22035,Louisiana,East Carroll Parish,7318
1131,22037,Louisiana,East Feliciana Parish,19553
1132,22039,Louisiana,Evangeline Parish,33750
1133,22041,Louisiana,Franklin Parish,20388
1134,22043,Louisiana,Grant Parish,22305
1135,22045,Louisiana,Iberia Parish,73346
1136,22047,Louisiana,Iberville Parish,33122
1137,22049,Louisiana,Jackson Parish,15952
1138,22051,Louisiana,Jefferson Parish,437038
1139,22053,Louisiana,Jefferson Davis Parish,31405
1140,22055,Louisiana,Lafayette Parish,238230
1141,22057,Louisiana,Lafourche Parish,98112
1142,22059,Louisiana,LaSalle Parish,14930
1143,22061,Louisiana,Lincoln Parish,47536
1144,22063,Louisiana,Livingston Parish,137096
1145,22065,Louisiana,Madison Parish,11616
1146,22067,Louisiana,Morehouse Parish,26290
1147,22069,Louisiana,Natchitoches Parish,39051
1148,22071,Louisiana,Orleans Parish,388182
1149,22073,Louisiana,Ouachita Parish,156433
1150,22075,Louisiana,Plaquemines Parish,23394
1151,22077,Louisiana,Pointe Coupee Parish,22271
1152,22079,Louisiana,Rapides Parish,132080
1153,22081,Louisiana,Red River Parish,8723
1154,22083,Louisiana,Richland Parish,20619
1155,22085,Louisiana,Sabine Parish,24145
1156,22087,Louisiana,St. Bernard Parish,45067
1157,22089,Louisiana,St. Charles Parish,52728
1158,22091,Louisiana,St. Helena Parish,10509
1159,22093,Louisiana,St. James Parish,21485
1160,22095,Louisiana,St. John the Baptist Parish,43565
1161,22097,Louisiana,St. Landry Parish,83580
1162,22099,Louisiana,St. Martin Parish,53609
1163,22101,Louisiana,St. Mary Parish,52578
1164,22103,Louisiana,St. Tammany Parish,249201
1165,22105,Louisiana,Tangipahoa Parish,128850
1166,22107,Louisiana,Tensas Parish,4771
1167,22109,Louisiana,Terrebonne Parish,113067
1168,22111,Louisiana,Union Parish,22537
1169,22113,Louisiana,Vermilion Parish,59841
1170,22115,Louisiana,Vernon Parish,51906
1171,22117,Louisiana,Washington Parish,46449
1172,22119,Louisiana,Webster Parish,40043
1173,22121,Louisiana,West Baton Rouge Parish,25518
1174,22123,Louisiana,West Carroll Parish,11274
1175,22125,Louisiana,West Feliciana Parish,15376
1176,22127,Louisiana,Winn Parish,14631
1177,23001,Maine,Androscoggin County,107317
1178,23003,Maine,Aroostook County,68840
1179,23005,Maine,Cumberland County,289173
1180,23007,Maine,Franklin County,30177
1181,23009,Maine,Hancock County,54468
1182,23011,Maine,Kennebec County,121289
1183,23013,Maine,Knox County,39700
1184,23015,Maine,Lincoln County,34021
1185,23017,Maine,Oxford County,57230
1186,23019,Maine,Penobscot County,152284
1187,23021,Maine,Piscataquis County,16960
1188,23023,Maine,Sagadahoc County,35149
1189,23025,Maine,Somerset County,50994
1190,23027,Maine,Waldo County,39280
1191,23029,Maine,Washington County,31822
1192,23031,Maine,York County,201454
1193,24001,Maryland,Allegany County,72591
1194,24003,Maryland,Anne Arundel County,564600
1195,24005,Maryland,Baltimore County,828637
1196,24009,Maryland,Calvert County,90824
1197,24011,Maryland,Caroline County,32785
1198,24013,Maryland,Carroll County,167319
1199,24015,Maryland,Cecil County,102416
1200,24017,Maryland,Charles County,156021
1201,24019,Maryland,Dorchester County,32386
1202,24021,Maryland,Frederick County,246105
1203,24023,Maryland,Garrett County,29516
1204,24025,Maryland,Harford County,250132
1205,24027,Maryland,Howard County,312495
1206,24029,Maryland,Kent County,19666
1207,24031,Maryland,Montgomery County,1039198
1208,24033,Maryland,Prince George's County,905161
1209,24035,Maryland,Queen Anne's County,49071
1210,24037,Maryland,St. Mary's County,110979
1211,24039,Maryland,Somerset County,25801
1212,24041,Maryland,Talbot County,37461
1213,24043,Maryland,Washington County,149546
1214,24045,Maryland,Wicomico County,102014
1215,24047,Maryland,Worcester County,51559
1216,24510,Maryland,Baltimore city,619796
1217,25001,Massachusetts,Barnstable County,213900
1218,25003,Massachusetts,Berkshire County,127751
1219,25005,Massachusetts,Bristol County,557016
1220,25007,Massachusetts,Dukes County,17275
1221,25009,Massachusetts,Essex County,775860
1222,25011,Massachusetts,Franklin County,70926
1223,25013,Massachusetts,Hampden County,469188
1224,25015,Massachusetts,Hampshire County,161197
1225,25017,Massachusetts,Middlesex County,1582857
1226,25019,Massachusetts,Nantucket County,10912
1227,25021,Massachusetts,Norfolk County,694389
1228,25023,Massachusetts,Plymouth County,509114
1229,25025,Massachusetts,Suffolk County,780685
1230,25027,Massachusetts,Worcester County,818249
1231,26001,Michigan,Alcona County,10413
1232,26003,Michigan,Alger County,9254
1233,26005,Michigan,Allegan County,114145
1234,26007,Michigan,Alpena County,28730
1235,26009,Michigan,Antrim County,23133
1236,26011,Michigan,Arenac County,15238
1237,26013,Michigan,Baraga County,8580
1238,26015,Michigan,Barry County,59607
1239,26017,Michigan,Bay County,105350
1240,26019,Michigan,Benzie County,17462
1241,26021,Michigan,Berrien County,154948
1242,26023,Michigan,Branch County,43543
1243,26025,Michigan,Calhoun County,134327
1244,26027,Michigan,Cass County,51397
1245,26029,Michigan,Charlevoix County,26160
1246,26031,Michigan,Cheboygan County,25475
1247,26033,Michigan,Chippewa County,38023
1248,26035,Michigan,Clare County,30597
1249,26037,Michigan,Clinton County,77321
1250,26039,Michigan,Crawford County,13821
1251,26041,Michigan,Delta County,36395
1252,26043,Michigan,Dickinson County,25694
1253,26045,Michigan,Eaton County,108586
1254,26047,Michigan,Emmet County,32978
1255,26049,Michigan,Genesee County,410881
1256,26051,Michigan,Gladwin County,25324
1257,26053,Michigan,Gogebic County,15577
1258,26055,Michigan,Grand Traverse County,91222
1259,26057,Michigan,Gratiot County,41319
1260,26059,Michigan,Hillsdale County,45909
1261,26061,Michigan,Houghton County,36333
1262,26063,Michigan,Huron County,31750
1263,26065,Michigan,Ingham County,286185
1264,26067,Michigan,Ionia County,64147
1265,26069,Michigan,Iosco County,25317
1266,26071,Michigan,Iron County,11291
1267,26073,Michigan,Isabella County,70572
1268,26075,Michigan,Jackson County,158989
1269,26077,Michigan,Kalamazoo County,259830
1270,26079,Michigan,Kalkaska County,17358
1271,26081,Michigan,Kent County,636376
1272,26083,Michigan,Keweenaw County,2136
1273,26085,Michigan,Lake County,11669
1274,26087,Michigan,Lapeer County,88205
1275,26089,Michigan,Leelanau County,21564
1276,26091,Michigan,Lenawee County,98585
1277,26093,Michigan,Livingston County,186946
1278,26095,Michigan,Luce County,6406
1279,26097,Michigan,Mackinac County,10836
1280,26099,Michigan,Macomb County,864019
1281,26101,Michigan,Manistee County,24432
1282,26103,Michigan,Marquette County,67145
1283,26105,Michigan,Mason County,28800
1284,26107,Michigan,Mecosta County,43181
1285,26109,Michigan,Menominee County,23389
1286,26111,Michigan,Midland County,83489
1287,26113,Michigan,Missaukee County,14982
1288,26115,Michigan,Monroe County,149619
1289,26117,Michigan,Montcalm County,62956
1290,26119,Michigan,Montmorency County,9290
1291,26121,Michigan,Muskegon County,172707
1292,26123,Michigan,Newaygo County,47899
1293,26125,Michigan,Oakland County,1241860
1294,26127,Michigan,Oceana County,26317
1295,26129,Michigan,Ogemaw County,20979
1296,26131,Michigan,Ontonagon County,6072
1297,26133,Michigan,Osceola County,23221
1298,26135,Michigan,Oscoda County,8304
1299,26137,Michigan,Otsego County,24247
1300,26139,Michigan,Ottawa County,280243
1301,26141,Michigan,Presque Isle County,12854
1302,26143,Michigan,Roscommon County,23934
1303,26145,Michigan,Saginaw County,193803
1304,26147,Michigan,St. Clair County,159761
1305,26149,Michigan,St. Joseph County,60890
1306,26151,Michigan,Sanilac County,41535
1307,26153,Michigan,Schoolcraft County,8114
1308,26155,Michigan,Shiawassee County,68617
1309,26157,Michigan,Tuscola County,53569
1310,26159,Michigan,Van Buren County,75190
1311,26161,Michigan,Washtenaw County,361509
1312,26163,Michigan,Wayne County,1763822
1313,26165,Michigan,Wexford County,32915
1314,27001,Minnesota,Aitkin County,15841
1315,27003,Minnesota,Anoka County,344861
1316,27005,Minnesota,Becker County,33552
1317,27007,Minnesota,Beltrami County,45847
1318,27009,Minnesota,Benton County,39360
1319,27011,Minnesota,Big Stone County,5039
1320,27013,Minnesota,Blue Earth County,65767
1321,27015,Minnesota,Brown County,25243
1322,27017,Minnesota,Carlton County,35408
1323,27019,Minnesota,Carver County,98799
1324,27021,Minnesota,Cass County,28810
1325,27023,Minnesota,Chippewa County,12040
1326,27025,Minnesota,Chisago County,54297
1327,27027,Minnesota,Clay County,62040
1328,27029,Minnesota,Clearwater County,8824
1329,27031,Minnesota,Cook County,5270
1330,27033,Minnesota,Cottonwood County,11437
1331,27035,Minnesota,Crow Wing County,63505
1332,27037,Minnesota,Dakota County,414655
1333,27039,Minnesota,Dodge County,20485
1334,27041,Minnesota,Douglas County,36891
1335,27043,Minnesota,Faribault County,13966
1336,27045,Minnesota,Fillmore County,20825
1337,27047,Minnesota,Freeborn County,30619
1338,27049,Minnesota,Goodhue County,46138
1339,27051,Minnesota,Grant County,5923
1340,27053,Minnesota,Hennepin County,1224763
1341,27055,Minnesota,Houston County,18709
1342,27057,Minnesota,Hubbard County,20743
1343,27059,Minnesota,Isanti County,38584
1344,27061,Minnesota,Itasca County,45237
1345,27063,Minnesota,Jackson County,10104
1346,27065,Minnesota,Kanabec County,15948
1347,27067,Minnesota,Kandiyohi County,42577
1348,27069,Minnesota,Kittson County,4384
1349,27071,Minnesota,Koochiching County,12776
1350,27073,Minnesota,Lac qui Parle County,6840
1351,27075,Minnesota,Lake County,10578
1352,27077,Minnesota,Lake of the Woods County,3841
1353,27079,Minnesota,Le Sueur County,27810
1354,27081,Minnesota,Lincoln County,5724
1355,27083,Minnesota,Lyon County,25789
1356,27085,Minnesota,McLeod County,35816
1357,27087,Minnesota,Mahnomen County,5500
1358,27089,Minnesota,Marshall County,9397
1359,27091,Minnesota,Martin County,20084
1360,27093,Minnesota,Meeker County,23105
1361,27095,Minnesota,Mille Lacs County,25635
1362,27097,Minnesota,Morrison County,32880
1363,27099,Minnesota,Mower County,39386
1364,27101,Minnesota,Murray County,8394
1365,27103,Minnesota,Nicollet County,33477
1366,27105,Minnesota,Nobles County,21854
1367,27107,Minnesota,Norman County,6589
1368,27109,Minnesota,Olmsted County,151685
1369,27111,Minnesota,Otter Tail County,57790
1370,27113,Minnesota,Pennington County,14197
1371,27115,Minnesota,Pine County,29057
1372,27117,Minnesota,Pipestone County,9229
1373,27119,Minnesota,Polk County,31564
1374,27121,Minnesota,Pope County,10932
1375,27123,Minnesota,Ramsey County,537893
1376,27125,Minnesota,Red Lake County,4017
1377,27127,Minnesota,Redwood County,15430
1378,27129,Minnesota,Renville County,14798
1379,27131,Minnesota,Rice County,65251
1380,27133,Minnesota,Rock County,9433
1381,27135,Minnesota,Roseau County,15537
1382,27137,Minnesota,St. Louis County,200294
1383,27139,Minnesota,Scott County,141463
1384,27141,Minnesota,Sherburne County,92024
1385,27143,Minnesota,Sibley County,14888
1386,27145,Minnesota,Stearns County,155300
1387,27147,Minnesota,Steele County,36612
1388,27149,Minnesota,Stevens County,9759
1389,27151,Minnesota,Swift County,9448
1390,27153,Minnesota,Todd County,24423
1391,27155,Minnesota,Traverse County,3357
1392,27157,Minnesota,Wabasha County,21490
1393,27159,Minnesota,Wadena County,13626
1394,27161,Minnesota,Waseca County,18898
1395,27163,Minnesota,Washington County,250979
1396,27165,Minnesota,Watonwan County,10936
1397,27167,Minnesota,Wilkin County,6398
1398,27169,Minnesota,Winona County,50992
1399,27171,Minnesota,Wright County,131130
1400,27173,Minnesota,Yellow Medicine County,9930
1401,28001,Mississippi,Adams County,31583
1402,28003,Mississippi,Alcorn County,37242
1403,28005,Mississippi,Amite County,12574
1404,28007,Mississippi,Attala County,18731
1405,28009,Mississippi,Benton County,8306
1406,28011,Mississippi,Bolivar County,33121
1407,28013,Mississippi,Calhoun County,14617
1408,28015,Mississippi,Carroll County,10221
1409,28017,Mississippi,Chickasaw County,17305
1410,28019,Mississippi,Choctaw County,8360
1411,28021,Mississippi,Claiborne County,9106
1412,28023,Mississippi,Clarke County,16089
1413,28025,Mississippi,Clay County,19990
