,CountyId,State,County,TotalPop
1414,28027,Mississippi,Coahoma County,24296
1415,28029,Mississippi,Copiah County,28748
1416,28031,Mississippi,Covington County,19172
1417,28033,Mississippi,DeSoto County,173267
1418,28035,Mississippi,Forrest County,75835
1419,28037,Mississippi,Franklin County,7772
1420,28039,Mississippi,George County,23545
1421,28041,Mississippi,Greene County,13801
1422,28043,Mississippi,Grenada County,21379
1423,28045,Mississippi,Hancock County,46277
1424,28047,Mississippi,Harrison County,200491
1425,28049,Mississippi,Hinds County,243249
1426,28051,Mississippi,Holmes County,18267
1427,28053,Mississippi,Humphreys County,8678
1428,28055,Mississippi,Issaquena County,1296
1429,28057,Mississippi,Itawamba County,23439
1430,28059,Mississippi,Jackson County,141314
1431,28061,Mississippi,Jasper County,16547
1432,28063,Mississippi,Jefferson County,7463
1433,28065,Mississippi,Jefferson Davis County,11639
1434,28067,Mississippi,Jones County,68328
1435,28069,Mississippi,Kemper County,10082
1436,28071,Mississippi,Lafayette County,52744
1437,28073,Mississippi,Lamar County,60517
1438,28075,Mississippi,Lauderdale County,78221
1439,28077,Mississippi,Lawrence County,12659
1440,28079,Mississippi,Leake County,22936
1441,28081,Mississippi,Lee County,84840
1442,28083,Mississippi,Leflore County,30113
1443,28085,Mississippi,Lincoln County,34542
1444,28087,Mississippi,Lowndes County,59558
1445,28089,Mississippi,Madison County,102212
1446,28091,Mississippi,Marion County,25466
1447,28093,Mississippi,Marshall County,35981
1448,28095,Mississippi,Monroe County,35967
1449,28097,Mississippi,Montgomery County,10309
1450,28099,Mississippi,Neshoba County,29437
1451,28101,Mississippi,Newton County,21437
1452,28103,Mississippi,Noxubee County,10942
1453,28105,Mississippi,Oktibbeha County,49392
1454,28107,Mississippi,Panola County,34229
1455,28109,Mississippi,Pearl River County,55049
1456,28111,Mississippi,Perry County,12047
1457,28113,Mississippi,Pike County,39763
1458,28115,Mississippi,Pontotoc County,31075
1459,28117,Mississippi,Prentiss County,25389
1460,28119,Mississippi,Quitman County,7537
1461,28121,Mississippi,Rankin County,149645
1462,28123,Mississippi,Scott County,28399
1463,28125,Mississippi,Sharkey County,4631
1464,28127,Mississippi,Simpson County,27215
1465,28129,Mississippi,Smith County,16114
1466,28131,Mississippi,Stone County,17981
1467,28133,Mississippi,Sunflower County,26915
1468,28135,Mississippi,Tallahatchie County,14552
1469,28137,Mississippi,Tate County,28333
1470,28139,Mississippi,Tippah County,21993
1471,28141,Mississippi,Tishomingo County,19476
1472,28143,Mississippi,Tunica County,10276
1473,28145,Mississippi,Union County,28202
1474,28147,Mississippi,Walthall County,14670
1475,28149,Mississippi,Warren County,47510
1476,28151,Mississippi,Washington County,48002
1477,28153,Mississippi,Wayne County,20458
1478,28155,Mississippi,Webster County,9868
1479,28157,Mississippi,Wilkinson County,9084
1480,28159,Mississippi,Winston County,18482
1481,28161,Mississippi,Yalobusha County,12426
1482,28163,Mississippi,Yazoo County,27496
1483,29001,Missouri,Adair County,25437
1484,29003,Missouri,Andrew County,17358
1485,29005,Missouri,Atchison County,5335
1486,29007,Missouri,Audrain County,25763
1487,29009,Missouri,Barry County,35398
1488,29011,Missouri,Barton County,11942
1489,29013,Missouri,Bates County,16405
1490,29015,Missouri,Benton County,18918
1491,29017,Missouri,Bollinger County,12347
1492,29019,Missouri,Boone County,174589
1493,29021,Missouri,Buchanan County,89425
1494,29023,Missouri,Butler County,42826
1495,29025,Missouri,Caldwell County,9046
1496,29027,Missouri,Callaway County,44793
1497,29029,Missouri,Camden County,44855
1498,29031,Missouri,Cape Girardeau County,78013
1499,29033,Missouri,Carroll County,8909
1500,29035,Missouri,Carter County,6255
1501,29037,Missouri,Cass County,101888
1502,29039,Missouri,Cedar County,13862
1503,29041,Missouri,Chariton County,7586
1504,29043,Missouri,Christian County,83028
1505,29045,Missouri,Clark County,6807
1506,29047,Missouri,Clay County,236068
1507,29049,Missouri,Clinton County,20495
1508,29051,Missouri,Cole County,76749
1509,29053,Missouri,Cooper County,17620
1510,29055,Missouri,Crawford County,24387
1511,29057,Missouri,Dade County,7581
1512,29059,Missouri,Dallas County,16441
1513,29061,Missouri,Daviess County,8300
1514,29063,Missouri,DeKalb County,12564
1515,29065,Missouri,Dent County,15566
1516,29067,Missouri,Douglas County,13391
1517,29069,Missouri,Dunklin County,30905
1518,29071,Missouri,Franklin County,102413
1519,29073,Missouri,Gasconade County,14769
1520,29075,Missouri,Gentry County,6688
1521,29077,Missouri,Greene County,286759
1522,29079,Missouri,Grundy County,10111
1523,29081,Missouri,Harrison County,8615
1524,29083,Missouri,Henry County,21834
1525,29085,Missouri,Hickory County,9352
1526,29087,Missouri,Holt County,4499
1527,29089,Missouri,Howard County,10144
1528,29091,Missouri,Howell County,40139
1529,29093,Missouri,Iron County,10286
1530,29095,Missouri,Jackson County,688554
1531,29097,Missouri,Jasper County,118522
1532,29099,Missouri,Jefferson County,222639
1533,29101,Missouri,Johnson County,53941
1534,29103,Missouri,Knox County,3976
1535,29105,Missouri,Laclede County,35488
1536,29107,Missouri,Lafayette County,32655
1537,29109,Missouri,Lawrence County,38131
1538,29111,Missouri,Lewis County,10078
1539,29113,Missouri,Lincoln County,54800
1540,29115,Missouri,Linn County,12248
1541,29117,Missouri,Livingston County,15025
1542,29119,Missouri,McDonald County,22753
1543,29121,Missouri,Macon County,15319
1544,29123,Missouri,Madison County,12226
1545,29125,Missouri,Maries County,8959
1546,29127,Missouri,Marion County,28703
1547,29129,Missouri,Mercer County,3669
1548,29131,Missouri,Miller County,24947
1549,29133,Missouri,Mississippi County,13916
1550,29135,Missouri,Moniteau County,15904
1551,29137,Missouri,Monroe County,8676
1552,29139,Missouri,Montgomery County,11618
1553,29141,Missouri,Morgan County,20097
1554,29143,Missouri,New Madrid County,18030
1555,29145,Missouri,Newton County,58237
1556,29147,Missouri,Nodaway County,22744
1557,29149,Missouri,Oregon County,10779
1558,29151,Missouri,Osage County,13610
1559,29153,Missouri,Ozark County,9328
1560,29155,Missouri,Pemiscot County,17344
1561,29157,Missouri,Perry County,19135
1562,29159,Missouri,Pettis County,42309
1563,29161,Missouri,Phelps County,44873
1564,29163,Missouri,Pike County,18517
1565,29165,Missouri,Platte County,96899
1566,29167,Missouri,Polk County,31347
1567,29169,Missouri,Pulaski County,53132
1568,29171,Missouri,Putnam County,4846
1569,29173,Missouri,Ralls County,10208
1570,29175,Missouri,Randolph County,24987
1571,29177,Missouri,Ray County,22859
1572,29179,Missouri,Reynolds County,6361
1573,29181,Missouri,Ripley County,13807
1574,29183,Missouri,St. Charles County,385115
1575,29185,Missouri,St. Clair County,9396
1576,29186,Missouri,Ste. Genevieve County,17882
1577,29187,Missouri,St. Francois County,66248
1578,29189,Missouri,St. Louis County,999539
1579,29195,Missouri,Saline County,23010
1580,29197,Missouri,Schuyler County,4450
1581,29199,Missouri,Scotland County,4883
1582,29201,Missouri,Scott County,38858
1583,29203,Missouri,Shannon County,8273
1584,29205,Missouri,Shelby County,6084
1585,29207,Missouri,Stoddard County,29634
1586,29209,Missouri,Stone County,31529
1587,29211,Missouri,Sullivan County,6382
1588,29213,Missouri,Taney County,54308
1589,29215,Missouri,Texas County,25714
1590,29217,Missouri,Vernon County,20665
1591,29219,Missouri,Warren County,33554
1592,29221,Missouri,Washington County,24968
1593,29223,Missouri,Wayne County,13369
1594,29225,Missouri,Webster County,37558
1595,29227,Missouri,Worth County,2053
1596,29229,Missouri,Wright County,18304
1597,29510,Missouri,St. Louis city,314867
1598,30001,Montana,Beaverhead County,9360
1599,30003,Montana,Big Horn County,13290
1600,30005,Montana,Blaine County,6646
1601,30007,Montana,Broadwater County,5755
1602,30009,Montana,Carbon County,10466
1603,30011,Montana,Carter County,1320
1604,30013,Montana,Cascade County,81816
1605,30015,Montana,Chouteau County,5812
1606,30017,Montana,Custer County,11895
1607,30019,Montana,Daniels County,1788
1608,30021,Montana,Dawson County,9324
1609,30023,Montana,Deer Lodge County,9131
1610,30025,Montana,Fallon County,2925
1611,30027,Montana,Fergus County,11327
1612,30029,Montana,Flathead County,96147
1613,30031,Montana,Gallatin County,100733
1614,30033,Montana,Garfield County,1086
1615,30035,Montana,Glacier County,13677
1616,30037,Montana,Golden Valley County,747
1617,30039,Montana,Granite County,3206
1618,30041,Montana,Hill County,16468
1619,30043,Montana,Jefferson County,11625
1620,30045,Montana,Judith Basin County,1965
1621,30047,Montana,Lake County,29518
1622,30049,Montana,Lewis and Clark County,66290
1623,30051,Montana,Liberty County,2245
1624,30053,Montana,Lincoln County,19249
1625,30055,Montana,McCone County,1728
1626,30057,Montana,Madison County,7902
1627,30059,Montana,Meagher County,2000
1628,30061,Montana,Mineral County,4194
1629,30063,Montana,Missoula County,114231
1630,30065,Montana,Musselshell County,4766
1631,30067,Montana,Park County,16001
1632,30069,Montana,Petroleum County,453
1633,30071,Montana,Phillips County,4139
1634,30073,Montana,Pondera County,6081
1635,30075,Montana,Powder River County,1610
1636,30077,Montana,Powell County,6852
1637,30079,Montana,Prairie County,1325
1638,30081,Montana,Ravalli County,41387
1639,30083,Montana,Richland County,11405
1640,30085,Montana,Roosevelt County,11218
1641,30087,Montana,Rosebud County,9292
1642,30089,Montana,Sanders County,11414
1643,30091,Montana,Sheridan County,3568
1644,30093,Montana,Silver Bow County,34514
1645,30095,Montana,Stillwater County,9342
1646,30097,Montana,Sweet Grass County,3646
1647,30099,Montana,Teton County,6040
1648,30101,Montana,Toole County,5031
1649,30103,Montana,Treasure County,790
1650,30105,Montana,Valley County,7561
1651,30107,Montana,Wheatland County,2108
1652,30109,Montana,Wibaux County,1121
1653,30111,Montana,Yellowstone County,156332
1654,31001,Nebraska,Adams County,31564
1655,31003,Nebraska,Antelope County,6406
1656,31005,Nebraska,Arthur County,421
1657,31007,Nebraska,Banner County,728
1658,31009,Nebraska,Blaine County,502
1659,31011,Nebraska,Boone County,5357
1660,31013,Nebraska,Box Butte County,11200
1661,31015,Nebraska,Boyd County,2049
1662,31017,Nebraska,Brown County,3058
1663,31019,Nebraska,Buffalo County,48834
1664,31021,Nebraska,Burt County,6546
1665,31023,Nebraska,Butler County,8105
1666,31025,Nebraska,Cass County,25513
1667,31027,Nebraska,Cedar County,8561
1668,31029,Nebraska,Chase County,3803
1669,31031,Nebraska,Cherry County,5792
1670,31033,Nebraska,Cheyenne County,10012
1671,31035,Nebraska,Clay County,6264
1672,31037,Nebraska,Colfax County,10616
1673,31039,Nebraska,Cuming County,9039
1674,31041,Nebraska,Custer County,10836
1675,31043,Nebraska,Dakota County,20529
1676,31045,Nebraska,Dawes County,8972
1677,31047,Nebraska,Dawson County,23925
1678,31049,Nebraska,Deuel County,1901
1679,31051,Nebraska,Dixon County,5765
1680,31053,Nebraska,Dodge County,36576
1681,31055,Nebraska,Douglas County,549706
1682,31057,Nebraska,Dundy County,2017
1683,31059,Nebraska,Fillmore County,5603
1684,31061,Nebraska,Franklin County,3019
1685,31063,Nebraska,Frontier County,2624
1686,31065,Nebraska,Furnas County,4814
1687,31067,Nebraska,Gage County,21632
1688,31069,Nebraska,Garden County,1913
1689,31071,Nebraska,Garfield County,1958
1690,31073,Nebraska,Gosper County,2019
1691,31075,Nebraska,Grant County,682
1692,31077,Nebraska,Greeley County,2436
1693,31079,Nebraska,Hall County,61233
1694,31081,Nebraska,Hamilton County,9149
1695,31083,Nebraska,Harlan County,3469
1696,31085,Nebraska,Hayes County,957
1697,31087,Nebraska,Hitchcock County,2860
1698,31089,Nebraska,Holt County,10293
1699,31091,Nebraska,Hooker County,684
1700,31093,Nebraska,Howard County,6385
1701,31095,Nebraska,Jefferson County,7276
1702,31097,Nebraska,Johnson County,5200
1703,31099,Nebraska,Kearney County,6547
1704,31101,Nebraska,Keith County,8129
1705,31103,Nebraska,Keya Paha County,720
1706,31105,Nebraska,Kimball County,3688
1707,31107,Nebraska,Knox County,8496
1708,31109,Nebraska,Lancaster County,306357
1709,31111,Nebraska,Lincoln County,35569
1710,31113,Nebraska,Logan County,919
1711,31115,Nebraska,Loup County,537
1712,31117,Nebraska,McPherson County,432
1713,31119,Nebraska,Madison County,35062
1714,31121,Nebraska,Merrick County,7829
1715,31123,Nebraska,Morrill County,4903
1716,31125,Nebraska,Nance County,3569
1717,31127,Nebraska,Nemaha County,7041
1718,31129,Nebraska,Nuckolls County,4318
1719,31131,Nebraska,Otoe County,15875
1720,31133,Nebraska,Pawnee County,2704
1721,31135,Nebraska,Perkins County,2904
1722,31137,Nebraska,Phelps County,9163
1723,31139,Nebraska,Pierce County,7175
1724,31141,Nebraska,Platte County,32875
1725,31143,Nebraska,Polk County,5244
1726,31145,Nebraska,Red Willow County,10870
1727,31147,Nebraska,Richardson County,8045
1728,31149,Nebraska,Rock County,1381
1729,31151,Nebraska,Saline County,14325
1730,31153,Nebraska,Sarpy County,175188
1731,31155,Nebraska,Saunders County,20953
1732,31157,Nebraska,Scotts Bluff County,36509
1733,31159,Nebraska,Seward County,17045
1734,31161,Nebraska,Sheridan County,5241
1735,31163,Nebraska,Sherman County,3048
1736,31165,Nebraska,Sioux County,1256
1737,31167,Nebraska,Stanton County,6020
1738,31169,Nebraska,Thayer County,5133
1739,31171,Nebraska,Thomas County,643
1740,31173,Nebraska,Thurston County,7055
1741,31175,Nebraska,Valley County,4252
1742,31177,Nebraska,Washington County,20414
1743,31179,Nebraska,Wayne County,9409
1744,31181,Nebraska,Webster County,3597
1745,31183,Nebraska,Wheeler County,846
1746,31185,Nebraska,York County,13832
1747,32001,Nevada,Churchill County,24022
1748,32003,Nevada,Clark County,2112436
1749,32005,Nevada,Douglas County,47632
1750,32007,Nevada,Elko County,52377
1751,32009,Nevada,Esmeralda County,1102
1752,32011,Nevada,Eureka County,1728
1753,32013,Nevada,Humboldt County,17088
1754,32015,Nevada,Lander County,5887
1755,32017,Nevada,Lincoln County,5203
1756,32019,Nevada,Lyon County,52303
1757,32021,Nevada,Mineral County,4471
1758,32023,Nevada,Nye County,43296
1759,32027,Nevada,Pershing County,6661
1760,32029,Nevada,Storey County,3891
1761,32031,Nevada,Washoe County,445551
1762,32033,Nevada,White Pine County,9858
1763,32510,Nevada,Carson City,54219
1764,33001,New Hampshire,Belknap County,60383
1765,33003,New Hampshire,Carroll County,47524
1766,33005,New Hampshire,Cheshire County,76109
1767,33007,New Hampshire,Coos County,32119
1768,33009,New Hampshire,Grafton County,89280
1769,33011,New Hampshire,Hillsborough County,406371
1770,33013,New Hampshire,Merrimack County,147958
1771,33015,New Hampshire,Rockingham County,302479
1772,33017,New Hampshire,Strafford County,126552
1773,33019,New Hampshire,Sullivan County,43073
1774,34001,New Jersey,Atlantic County,272926
1775,34003,New Jersey,Bergen County,937920
1776,34005,New Jersey,Burlington County,449192
1777,34007,New Jersey,Camden County,510996
1778,34009,New Jersey,Cape May County,94549
1779,34011,New Jersey,Cumberland County,154952
1780,34013,New Jersey,Essex County,800401
1781,34015,New Jersey,Gloucester County,291372
1782,34017,New Jersey,Hudson County,679756
1783,34019,New Jersey,Hunterdon County,125717
1784,34021,New Jersey,Mercer County,373362
1785,34023,New Jersey,Middlesex County,837288
1786,34025,New Jersey,Monmouth County,627551
1787,34027,New Jersey,Morris County,498847
1788,34029,New Jersey,Ocean County,589699
1789,34031,New Jersey,Passaic County,510563
1790,34033,New Jersey,Salem County,63776
1791,34035,New Jersey,Somerset County,333316
1792,34037,New Jersey,Sussex County,143570
1793,34039,New Jersey,Union County,557320
1794,34041,New Jersey,Warren County,107088
1795,35001,New Mexico,Bernalillo County,674855
1796,35003,New Mexico,Catron County,3547
1797,35005,New Mexico,Chaves County,65454
1798,35006,New Mexico,Cibola County,27049
1799,35007,New Mexico,Colfax County,12522
1800,35009,New Mexico,Curry County,50283
1801,35011,New Mexico,De Baca County,2016
1802,35013,New Mexico,Doña Ana County,213849
1803,35015,New Mexico,Eddy County,56793
1804,35017,New Mexico,Grant County,28382
1805,35019,New Mexico,Guadalupe County,4426
1806,35021,New Mexico,Harding County,546
1807,35023,New Mexico,Hidalgo County,4446
1808,35025,New Mexico,Lea County,69505
1809,35027,New Mexico,Lincoln County,19497
1810,35028,New Mexico,Los Alamos County,18031
1811,35029,New Mexico,Luna County,24319
1812,35031,New Mexico,McKinley County,72849
1813,35033,New Mexico,Mora County,4605
1814,35035,New Mexico,Otero County,65130
1815,35037,New Mexico,Quay County,8447
1816,35039,New Mexico,Rio Arriba County,39455
1817,35041,New Mexico,Roosevelt County,19313
1818,35043,New Mexico,Sandoval County,138815
1819,35045,New Mexico,San Juan County,128221
1820,35047,New Mexico,San Miguel County,28203
1821,35049,New Mexico,Santa Fe County,147514
1822,35051,New Mexico,Sierra County,11254
1823,35053,New Mexico,Socorro County,17098
1824,35055,New Mexico,Taos County,32809
1825,35057,New Mexico,Torrance County,15534
1826,35059,New Mexico,Union County,4216
1827,35061,New Mexico,Valencia County,75845
1828,36001,New York,Albany County,308580
1829,36003,New York,Allegany County,47400
1830,36005,New York,Bronx County,1455846
1831,36007,New York,Broome County,196124
1832,36009,New York,Cattaraugus County,78175
1833,36011,New York,Cayuga County,78319
1834,36013,New York,Chautauqua County,130846
1835,36015,New York,Chemung County,86883
1836,36017,New York,Chenango County,48763
1837,36019,New York,Clinton County,81224
1838,36021,New York,Columbia County,61481
1839,36023,New York,Cortland County,48334
1840,36025,New York,Delaware County,45950
1841,36027,New York,Dutchess County,295685
1842,36029,New York,Erie County,923995
1843,36031,New York,Essex County,38233
1844,36033,New York,Franklin County,51054
1845,36035,New York,Fulton County,53955
1846,36037,New York,Genesee County,58537
1847,36039,New York,Greene County,47791
1848,36041,New York,Hamilton County,4646
1849,36043,New York,Herkimer County,62943
1850,36045,New York,Jefferson County,116567
1851,36047,New York,Kings County,2635121
1852,36049,New York,Lewis County,26845
1853,36051,New York,Livingston County,64373
1854,36053,New York,Madison County,71760
1855,36055,New York,Monroe County,748680
1856,36057,New York,Montgomery County,49500
1857,36059,New York,Nassau County,1363069
1858,36061,New York,New York County,1653877
1859,36063,New York,Niagara County,212675
1860,36065,New York,Oneida County,232324
1861,36067,New York,Onondaga County,467669
1862,36069,New York,Ontario County,109491
1863,36071,New York,Orange County,378174
1864,36073,New York,Orleans County,41584
1865,36075,New York,Oswego County,119833
1866,36077,New York,Otsego County,60750
1867,36079,New York,Putnam County,99464
1868,36081,New York,Queens County,2339280
1869,36083,New York,Rensselaer County,159800
1870,36085,New York,Richmond County,475948
1871,36087,New York,Rockland County,325027
1872,36089,New York,St. Lawrence County,110817
1873,36091,New York,Saratoga County,226632
1874,36093,New York,Schenectady County,155239
1875,36095,New York,Schoharie County,31611
1876,36097,New York,Schuyler County,18112
1877,36099,New York,Seneca County,34843
1878,36101,New York,Steuben County,97539
1879,36103,New York,Suffolk County,1497595
1880,36105,New York,Sullivan County,75783
1881,36107,New York,Tioga County,49322
1882,36109,New York,Tompkins County,104415
1883,36111,New York,Ulster County,180129
1884,36113,New York,Warren County,64701
1885,36115,New York,Washington County,62183
1886,36117,New York,Wayne County,91442
1887,36119,New York,Westchester County,975321
1888,36121,New York,Wyoming County,40886
1889,36123,New York,Yates County,25083
1890,37001,North Carolina,Alamance County,157844
1891,37003,North Carolina,Alexander County,37159
1892,37005,North Carolina,Alleghany County,10935
1893,37007,North Carolina,Anson County,25531
1894,37009,North Carolina,Ashe County,26833
1895,37011,North Carolina,Avery County,17535
1896,37013,North Carolina,Beaufort County,47316
1897,37015,North Carolina,Bertie County,19913
1898,37017,North Carolina,Bladen County,34130
1899,37019,North Carolina,Brunswick County,122586
1900,37021,North Carolina,Buncombe County,252268
1901,37023,North Carolina,Burke County,88898
1902,37025,North Carolina,Cabarrus County,196716
1903,37027,North Carolina,Caldwell County,81805
1904,37029,North Carolina,Camden County,10336
1905,37031,North Carolina,Carteret County,68699
1906,37033,North Carolina,Caswell County,22833
1907,37035,North Carolina,Catawba County,156182
1908,37037,North Carolina,Chatham County,68364
1909,37039,North Carolina,Cherokee County,27463
1910,37041,North Carolina,Chowan County,14370
1911,37043,North Carolina,Clay County,10753
1912,37045,North Carolina,Cleveland County,97038
1913,37047,North Carolina,Columbus County,56589
1914,37049,North Carolina,Craven County,103374
1915,37051,North Carolina,Cumberland County,332766
1916,37053,North Carolina,Currituck County,25247
1917,37055,North Carolina,Dare County,35412
1918,37057,North Carolina,Davidson County,164118
1919,37059,North Carolina,Davie County,41766
1920,37061,North Carolina,Duplin County,59350
1921,37063,North Carolina,Durham County,300865
1922,37065,North Carolina,Edgecombe County,54032
1923,37067,North Carolina,Forsyth County,368362
1924,37069,North Carolina,Franklin County,63866
1925,37071,North Carolina,Gaston County,214049
1926,37073,North Carolina,Gates County,11601
1927,37075,North Carolina,Graham County,8607
1928,37077,North Carolina,Granville County,58503
1929,37079,North Carolina,Greene County,21059
1930,37081,North Carolina,Guilford County,517197
1931,37083,North Carolina,Halifax County,52300
1932,37085,North Carolina,Harnett County,128753
1933,37087,North Carolina,Haywood County,59854
1934,37089,North Carolina,Henderson County,112156
1935,37091,North Carolina,Hertford County,24262
1936,37093,North Carolina,Hoke County,52571
1937,37095,North Carolina,Hyde County,5507
1938,37097,North Carolina,Iredell County,169798
1939,37099,North Carolina,Jackson County,41725
1940,37101,North Carolina,Johnston County,186308
1941,37103,North Carolina,Jones County,9776
1942,37105,North Carolina,Lee County,59805
1943,37107,North Carolina,Lenoir County,57934
1944,37109,North Carolina,Lincoln County,80504
1945,37111,North Carolina,McDowell County,45069
1946,37113,North Carolina,Macon County,34160
1947,37115,North Carolina,Madison County,21347
1948,37117,North Carolina,Martin County,23227
1949,37119,North Carolina,Mecklenburg County,1034290
1950,37121,North Carolina,Mitchell County,15155
1951,37123,North Carolina,Montgomery County,27445
1952,37125,North Carolina,Moore County,94191
1953,37127,North Carolina,Nash County,94125
1954,37129,North Carolina,New Hanover County,219866
1955,37131,North Carolina,Northampton County,20426
1956,37133,North Carolina,Onslow County,192685
1957,37135,North Carolina,Orange County,141812
1958,37137,North Carolina,Pamlico County,12803
1959,37139,North Carolina,Pasquotank County,39546
1960,37141,North Carolina,Pender County,57630
1961,37143,North Carolina,Perquimans County,13506
1962,37145,North Carolina,Person County,39240
1963,37147,North Carolina,Pitt County,176484
1964,37149,North Carolina,Polk County,20434
1965,37151,North Carolina,Randolph County,142827
1966,37153,North Carolina,Richmond County,45447
1967,37155,North Carolina,Robeson County,134187
1968,37157,North Carolina,Rockingham County,91566
1969,37159,North Carolina,Rowan County,138940
1970,37161,North Carolina,Rutherford County,66523
1971,37163,North Carolina,Sampson County,63664
1972,37165,North Carolina,Scotland County,35445
1973,37167,North Carolina,Stanly County,60875
1974,37169,North Carolina,Stokes County,46124
1975,37171,North Carolina,Surry County,72315
1976,37173,North Carolina,Swain County,14208
1977,37175,North Carolina,Transylvania County,33291
1978,37177,North Carolina,Tyrrell County,4090
1979,37179,North Carolina,Union County,222095
1980,37181,North Carolina,Vance County,44420
1981,37183,North Carolina,Wake County,1023811
1982,37185,North Carolina,Warren County,20190
1983,37187,North Carolina,Washington County,12331
1984,37189,North Carolina,Watauga County,53421
1985,37191,North Carolina,Wayne County,124496
1986,37193,North Carolina,Wilkes County,68525
1987,37195,North Carolina,Wilson County,81379
1988,37197,North Carolina,Yadkin County,37825
1989,37199,North Carolina,Yancey County,17605
1990,38001,North Dakota,Adams County,2368
1991,38003,North Dakota,Barnes County,10971
1992,38005,North Dakota,Benson County,6875
1993,38007,North Dakota,Billings County,983
1994,38009,North Dakota,Bottineau County,6651
1995,38011,North Dakota,Bowman County,3226
1996,38013,North Dakota,Burke County,2253
1997,38015,North Dakota,Burleigh County,92372
1998,38017,North Dakota,Cass County,170620
1999,38019,North Dakota,Cavalier County,3817
2000,38021,North Dakota,Dickey County,5041
2001,38023,North Dakota,Divide County,2378
2002,38025,North Dakota,Dunn County,4349
2003,38027,North Dakota,Eddy County,2321
2004,38029,North Dakota,Emmons County,3389
2005,38031,North Dakota,Foster County,3318
2006,38033,North Dakota,Golden Valley County,1892
2007,38035,North Dakota,Grand Forks County,70130
2008,38037,North Dakota,Grant County,2387
2009,38039,North Dakota,Griggs County,2276
2010,38041,North Dakota,Hettinger County,2601
2011,38043,North Dakota,Kidder County,2457
2012,38045,North Dakota,LaMoure County,4106
2013,38047,North Dakota,Logan County,1932
2014,38049,North Dakota,McHenry County,5951
2015,38051,North Dakota,McIntosh County,2680
2016,38053,North Dakota,McKenzie County,11679
2017,38055,North Dakota,McLean County,9607
2018,38057,North Dakota,Mercer County,8637
2019,38059,North Dakota,Morton County,30059
2020,38061,North Dakota,Mountrail County,9986
2021,38063,North Dakota,Nelson County,2971
2022,38065,North Dakota,Oliver County,1822
2023,38067,North Dakota,Pembina County,7050
2024,38069,North Dakota,Pierce County,4272
2025,38071,North Dakota,Ramsey County,11574
2026,38073,North Dakota,Ransom County,5411
2027,38075,North Dakota,Renville County,2543
2028,38077,North Dakota,Richland County,16333
2029,38079,North Dakota,Rolette County,14657
2030,38081,North Dakota,Sargent County,3883
2031,38083,North Dakota,Sheridan County,1403
2032,38085,North Dakota,Sioux County,4420
2033,38087,North Dakota,Slope County,674
2034,38089,North Dakota,Stark County,30316
2035,38091,North Dakota,Steele County,1915
2036,38093,North Dakota,Stutsman County,21058
2037,38095,North Dakota,Towner County,2258
2038,38097,North Dakota,Traill County,8050
2039,38099,North Dakota,Walsh County,10920
2040,38101,North Dakota,Ward County,69628
2041,38103,North Dakota,Wells County,4089
2042,38105,North Dakota,Williams County,32916
2043,39001,Ohio,Adams County,27926
2044,39003,Ohio,Allen County,104157
2045,39005,Ohio,Ashland County,53299
2046,39007,Ohio,Ashtabula County,98622
2047,39009,Ohio,Athens County,65563
2048,39011,Ohio,Auglaize County,45778
2049,39013,Ohio,Belmont County,68889
2050,39015,Ohio,Brown County,43799
2051,39017,Ohio,Butler County,375702
2052,39019,Ohio,Carroll County,27825
2053,39021,Ohio,Champaign County,39005
2054,39023,Ohio,Clark County,135520
2055,39025,Ohio,Clermont County,202166
2056,39027,Ohio,Clinton County,41869
2057,39029,Ohio,Columbiana County,104584
2058,39031,Ohio,Coshocton County,36602
2059,39033,Ohio,Crawford County,42231
2060,39035,Ohio,Cuyahoga County,1257401
2061,39037,Ohio,Darke County,51919
2062,39039,Ohio,Defiance County,38311
2063,39041,Ohio,Delaware County,193024
2064,39043,Ohio,Erie County,75369
2065,39045,Ohio,Fairfield County,151526
2066,39047,Ohio,Fayette County,28659
2067,39049,Ohio,Franklin County,1253507
2068,39051,Ohio,Fulton County,42296
2069,39053,Ohio,Gallia County,30203
2070,39055,Ohio,Geauga County,93895
2071,39057,Ohio,Greene County,164825
2072,39059,Ohio,Guernsey County,39414
2073,39061,Ohio,Hamilton County,808703
2074,39063,Ohio,Hancock County,75508
2075,39065,Ohio,Hardin County,31576
2076,39067,Ohio,Harrison County,15397
2077,39069,Ohio,Henry County,27463
2078,39071,Ohio,Highland County,43031
2079,39073,Ohio,Hocking County,28547
2080,39075,Ohio,Holmes County,43808
2081,39077,Ohio,Huron County,58497
2082,39079,Ohio,Jackson County,32624
2083,39081,Ohio,Jefferson County,67349
2084,39083,Ohio,Knox County,60945
2085,39085,Ohio,Lake County,229701
2086,39087,Ohio,Lawrence County,61057
2087,39089,Ohio,Licking County,170678
2088,39091,Ohio,Logan County,45323
2089,39093,Ohio,Lorain County,305405
2090,39095,Ohio,Lucas County,433404
2091,39097,Ohio,Madison County,43732
2092,39099,Ohio,Mahoning County,231857
2093,39101,Ohio,Marion County,65483
2094,39103,Ohio,Medina County,176362
2095,39105,Ohio,Meigs County,23234
2096,39107,Ohio,Mercer County,40723
2097,39109,Ohio,Miami County,104081
2098,39111,Ohio,Monroe County,14239
2099,39113,Ohio,Montgomery County,531987
2100,39115,Ohio,Morgan County,14773
